talhao;area;parcela;idade;ncovas;nfustes;dapmed;dg;htmed;hdom;ab;vtsc;vtcc
244;11,05;392;22,86;1580;1540;8,17;8,28;11,29;12,3;8,29;34,87;42,51
244;11,05;392;36,33;1580;1540;11,99;12,15;16,41;17,92;17,86;108,79;129,57
245;12;393;22,9;1600;1600;8,56;8,59;11,34;11,92;9,27;38,73;47,23
245;12;393;36,37;1600;1600;11,64;11,69;17,21;18,3;17,19;107,77;128,36
246;4,75;394;22,83;1540;1540;9,26;9,32;12,35;13;10,51;47,83;58,33
246;4,75;394;36,3;1540;1540;12,69;12,8;17,9;19,2;19,81;130,19;155,06
247;14,93;395;22,9;1660;1660;9,2;9,23;12,57;13,32;11,12;51,3;62,56
247;14,93;395;36,37;1660;1660;12,4;12,47;19,94;21,08;20,29;147,86;176,1
248;15,71;396;23,06;1660;1600;8,43;8,49;11,32;11,72;9,06;37,75;46,04
248;15,71;396;36,53;1660;1600;12,24;12,36;18,48;19,64;19,19;130,88;155,87
248;15,71;397;36,53;1380;1420;11,74;11,99;18,29;19,42;16,02;108,56;129,29
249;13,23;398;23;1620;1640;8,9;8,97;12,48;12,96;10,37;47,57;58,01
249;13,23;398;36,47;1620;1640;12,63;12,78;18,69;19,88;21,03;145,03;172,73
250;8,99;399;24,05;1540;1480;7,1;7,27;9,18;12,06;6,15;22,01;26,84
250;8,99;399;37,52;1540;1480;11,22;11,43;12,98;15,64;15,2;75,26;89,63
251;6,14;400;24,51;1400;1420;8,11;8,26;9,68;13,8;7,62;28,92;35,26
251;6,14;400;37,98;1400;1420;12,09;12,26;17,23;21,38;16,77;108,11;128,75
253;19,25;401;24,21;1520;1520;8,7;8,88;10,81;12,42;9,42;38,76;47,26
253;19,25;401;37,68;1520;1480;12,78;12,98;17,9;19,3;19,58;130,45;155,37
253;19,25;402;37,68;1460;1460;12,95;13,07;19,05;20,08;19,59;137,3;163,53
254;19,25;403;24,47;1480;1500;8,85;8,95;11,38;14,38;9,44;40,61;49,52
254;19,25;403;37,94;1480;1500;12,25;12,38;17;20,66;18,05;114,74;136,66
255;14,33;404;24,18;1560;1500;6,99;7,07;8,52;10,46;5,89;19,01;23,18
255;14,33;404;37,65;1560;1500;11,34;11,45;14,38;16,04;15,44;82,15;97,84
256;10,83;405;24,08;1531,12;1480,08;10,66;10,71;13,65;15,06;13,34;66,34;81,46
256;10,83;405;36,1;1531,12;1480,08;13,91;14,04;20,16;21,52;22,92;175,81;206,64
256;10,83;405;48,52;1531,12;1480,08;15,73;15,94;21,84;23,92;29,55;252,13;292,85
256;10,83;405;60,02;1531,12;1480,08;16,73;17;25,21;27,95;33,61;348,9;391,95
256;10,83;405;71,68;1531,12;1480,08;17,49;17,83;27,99;30,9;36,94;426,83;479,51
257;34,86;406;22,31;1670,01;1642,17;9,78;9,84;10,91;12,08;12,48;48,02;60,32
257;34,86;406;34,03;1670,01;1642,17;13,13;13,33;18,52;19,98;22,92;164,42;194,97
257;34,86;406;45,01;1670,01;1614,34;14,7;14,98;21,11;23,36;28,45;241,91;280,64
257;34,86;406;59,1;1670,01;1614,34;16,05;16,46;23,57;26,05;34,35;341,65;376,64
257;34,86;407;34,03;1738,48;1680,53;13,19;13,38;18,23;20,36;23,64;166,94;198,38
257;34,86;407;45,01;1738,48;1622,58;14,91;15,17;22,83;25,4;29,34;274,83;314,52
257;34,86;407;59,1;1738,48;1622,58;16,35;16,75;24,32;27,83;35,73;366,94;404,53
257;34,86;408;34,03;1701,98;1673,62;13,44;13,66;16,74;19,28;24,51;156,25;188,75
257;34,86;408;45,01;1701,98;1673,62;14,86;15,18;18,92;22,38;30,28;226,11;266,95
257;34,86;408;59,1;1701,98;1673,62;16,02;16,47;24,07;27,25;35,67;361,29;398,31
258;4,38;409;23,32;1649,15;1649,15;10,24;10,3;13,43;15,06;13,75;69,93;85,55
258;4,38;409;35,05;1677,1;1677,1;13,37;13,58;17,08;20,08;24,28;162,78;194,83
258;4,38;409;46,02;1677,1;1593,25;15,19;15,41;22,18;25,16;29,71;272,71;312,48
258;4,38;409;60,12;1677,1;1537,34;16,8;17,11;26,23;27,9;35,34;380,12;419,05
259;49,66;410;22,93;1617,25;1617,25;9,9;9,97;10,06;12,22;12,64;43,93;55,69
259;49,66;410;34,66;1617,25;1455,53;13,11;13,37;13,21;17,72;20,43;105,29;129,9
259;49,66;410;45,63;1617,25;1320,75;14,83;15,28;17,64;23,7;24,2;177,94;208,61
259;49,66;410;59,72;1617,25;1266,85;16,26;16,94;19,66;27,02;28,55;260,5;287,49
259;49,66;411;34,66;1674,2;1646,3;13,48;13,77;17,48;19,86;24,5;165,49;198,41
259;49,66;411;45,63;1674,2;1646,3;14,82;15,25;20,55;24,06;30,06;256,88;297,75
259;49,66;411;59,72;1674,2;1646,3;15,95;16,53;21,63;26,75;35,35;340,97;375,92
259;49,66;412;34,66;1714,97;1657,81;13,44;13,73;17,03;19,64;24,55;158,51;191,15
259;49,66;412;45,63;1714,97;1657,81;14,79;15,23;20,34;24,08;30,22;250,71;291,41
259;49,66;412;59,72;1714,97;1657,81;15,9;16,52;22,66;26,77;35,51;351,56;387,58
259;49,66;413;34,66;1701,6;1644,88;13,25;13,54;17,11;19,72;23,69;156,07;187,94
259;49,66;413;45,63;1701,6;1644,88;14,61;15,07;21,1;24,66;29,35;254,47;294,65
259;49,66;413;59,72;1701,6;1644,88;15,74;16,38;22,93;27,68;34,65;347,24;382,81
260;18,39;414;35,12;1603,81;1603,81;12,33;12,46;16,42;17,86;19,57;123,89;149,15
260;18,39;414;46,09;1603,81;1603,81;14,12;14,35;20,65;23,06;25,95;219,36;253,94
260;18,39;414;60,18;1603,81;1603,81;15,69;16,08;23,47;26,63;32,56;326,35;359,82
260;18,39;415;35,12;1573,56;1547,34;13,96;14,16;18,4;19,92;24,38;171,53;204,55
260;18,39;415;46,09;1573,56;1521,11;15,69;15,94;22,48;24,94;30,36;276,82;318,22
260;18,39;415;60,18;1573,56;1521,11;16,95;17,31;25,17;27,6;35,8;376,05;414,57
261;11,34;416;23,65;1657,82;1657,82;8,85;8,9;12,27;13,46;10,32;48,02;59,15
261;11,34;416;34,76;1657,82;1657,82;11,05;11,12;16,51;18,5;16,09;104,96;125,31
261;11,34;416;48,52;1657,82;1657,82;12,93;13,06;20,84;22,76;22,21;176,84;206,99
262;11,18;417;25,33;1613,62;1657,82;8,15;8,22;12,84;13,48;8,81;44,75;54,63
262;11,18;417;36,43;1613,62;1657,82;9,77;9,88;14,72;16,86;12,71;75,86;91,5
262;11,18;417;50,2;1613,62;1657,82;11,33;11,49;18,27;21,26;17,18;121,3;141,98
262;11,18;417;63,07;1613,62;1657,82;12,46;12,66;20,87;24,12;20,88;176,31;202,58
263;26,37;418;25,43;1635,72;1591,51;9,21;9,23;12,51;13,32;10,66;49,59;61,14
263;26,37;418;36,53;1635,72;1591,51;11,52;11,55;15,56;17,08;16,67;99,09;120,33
263;26,37;418;50,3;1635,72;1591,51;13,4;13,46;22,39;24,22;22,65;190,78;223,3
263;26,37;418;63,17;1635,72;1591,51;14,58;14,68;24,05;25,9;26,94;255,33;293,38
263;26,37;419;25,43;1657,82;1746,24;10,19;10,25;15,1;15,52;14,41;82,9;100,24
263;26,37;419;50,3;1657,82;1746,24;14,03;14,29;22,86;25,26;28;245,15;286,94
263;26,37;419;63,17;1657,82;1746,24;15,09;15,45;24,41;27,34;32,73;324,1;372,42
263;26,37;420;36,53;1740;1660;9,93;9,97;14,68;15,82;12,97;75,11;91,04
263;26,37;420;50,3;1740;1660;11,87;11,94;19,14;20,18;18,58;133,14;155,84
263;26,37;420;63,17;1740;1660;12,93;13,01;20,87;22,32;22,07;180,54;207,44
264;15,45;421;24,38;1635,72;1569,41;7,59;7,68;9,56;11,3;7,26;26;32,78
264;15,45;421;35,48;1635,72;1569,41;10,81;10,93;15,68;17,42;14,73;90,94;109,58
264;15,45;421;49,24;1635,72;1569,41;13,13;13,36;20,58;21,8;21,99;173,16;202,68
264;15,45;421;62,12;1635,72;1569,41;14,49;14,8;23,81;26,38;26,99;261,72;300,71
265;6,85;422;24,74;1657,82;1635,72;6,05;6,12;7,08;8,4;4,82;12,69;16,42
266;24,33;423;24,67;1725,03;1667,53;7,52;7,56;10,08;10,62;7,49;28,39;35,6
266;24,33;423;36,83;1725,03;1667,53;10,78;10,85;15,31;16,2;15,42;91,95;111,34
266;24,33;423;48,62;1725,03;1667,53;12,33;12,43;20,83;21,72;20,24;174,37;200,91
266;24,33;423;61,01;1725,03;1667,53;13,53;13,67;23,2;23,87;24,48;226,88;261,62
266;24,33;423;73,65;1725,03;1667,53;14,48;14,67;24,92;26,73;28,17;281,86;325,02
266;24,33;424;36,83;1578,08;1525,47;10,4;10,45;14,77;16,46;13,09;75,92;92,19
266;24,33;424;48,62;1578,08;1525,47;12,2;12,29;19,83;21,12;18,09;146,9;170,66
266;24,33;424;61,01;1578,08;1525,47;13,4;13,52;22,25;23,7;21,89;194,81;224,64
266;24,33;424;73,65;1578,08;1525,47;14,31;14,46;23,73;25,68;25,06;238,87;275,45
268;1,39;425;29,86;1460;1420;8,93;9,25;11,46;14,82;9,54;44,86;56,23
268;1,39;425;36,63;1460;1420;10,65;11,04;14,84;18,56;13,6;78,95;94,03
268;1,39;425;53,19;1460;1420;13,48;14,04;20,51;25,56;22;182,53;213,65
269;2,49;426;29,86;1320;1340;10,39;10,51;12,97;14,38;11,62;57,82;72,05
269;2,49;426;36,63;1320;1340;12,24;12,4;17,29;18,54;16,18;102,8;122,44
269;2,49;426;53,19;1320;1340;14,93;15,19;22,91;25,72;24,29;213,92;250,39
270;1,81;427;29,86;1440;1480;10,65;10,75;14,36;16,44;13,44;75,36;92,16
270;1,81;427;36,63;1440;1480;12,46;12,6;17,26;18,7;18,46;117,64;140,11
270;1,81;427;53,19;1440;1460;14,96;15,18;23,94;26,46;26,44;241,6;282,79
271;2,82;428;29,7;1540;1460;11,82;12,08;16,88;17,66;16,72;109,1;130,92
271;2,82;428;36,47;1540;1460;12,94;13,24;18,91;21,39;20,1;143,65;171,08
272;5,36;429;24,7;1603,98;1630,71;9,95;9,94;12,96;14,34;12,66;60,69;74,72
272;5,36;429;37,58;1603,98;1523,78;12,98;13,15;14,57;17,46;20,69;114,15;139,25
272;5,36;429;47,8;1603,98;1523,78;14,27;14,52;17,14;20,5;25,22;167,58;199,88
272;5,36;429;60,45;1603,98;1523,78;15,36;15,79;21,38;27,02;29,85;285,14;317,48
272;5,36;429;70,89;1603,98;1523,78;15,8;16,3;22,7;29,52;31,81;310,3;353,35
273;15,26;430;29,57;1505,99;1531,09;12,09;12,19;15,76;18,7;17,87;106,3;128,52
273;15,26;430;42,44;1505,99;1405,59;14,04;14,55;18,13;23,28;23,38;175,55;206,71
273;15,26;430;52,66;1505,99;1380,49;14,92;15,48;19,77;26,24;26;222,3;257,52
273;15,26;430;65,31;1505,99;1380,49;15,84;16,49;24,3;29,32;29,49;323,32;359,83
273;15,26;430;75,76;1505,99;1380,49;16,48;17,18;25,12;31,03;31,99;347,9;395,98
274;25,7;431;24,51;1715,02;1715,02;9,28;9,44;12,14;13;12,01;53,89;66,73
274;25,7;431;37,65;1715,02;1715,02;12,39;12,68;19,67;21,18;21,66;169,07;197,48
274;25,7;431;47,6;1715,02;1715,02;13,41;13,77;21,81;24,16;25,53;234,09;268,17
274;25,7;431;61,5;1715,02;1715,02;14,35;14,8;23,38;26,83;29,5;303,32;344,94
274;25,7;431;76,15;1715,02;1715,02;14,88;15,38;25,69;30,03;31,87;363,3;413,15
274;25,7;432;24,51;1662,05;1717,45;9,33;9,41;10,82;11,46;11,93;45,37;57,05
274;25,7;432;37,65;1662,05;1717,45;12,24;12,36;17,47;18,74;20,6;138,39;165,31
274;25,7;432;47,6;1662,05;1717,45;13,51;13,67;21,03;22,7;25,19;216,21;249,9
274;25,7;432;61,5;1662,05;1717,45;14,69;14,92;24,16;25,45;30,03;306,48;348,53
274;25,7;432;76,15;1662,05;1717,45;15,31;15,58;26,79;28,82;32,76;375,43;426,94
274;25,7;433;37,65;1684,87;1712,95;11,45;11,8;18,15;19,86;18,75;140,81;165,03
274;25,7;433;47,6;1684,87;1712,95;12,66;13,11;19,78;22,32;23,11;196,96;227,77
274;25,7;433;61,5;1684,87;1684,87;13,94;14,43;21,91;26,73;27,55;271,87;309,18
274;25,7;433;76,15;1684,87;1628,71;14,87;15,29;25,2;30,38;29,92;336,55;382,73
275;19,48;434;25,53;1659,61;1687,27;8,92;8,98;12,82;13,48;10,7;52,39;64,26
275;19,48;434;38,67;1659,61;1687,27;11,91;12,04;15;18,66;19,2;113,63;138,12
275;19,48;434;48,62;1659,61;1687,27;13,04;13,21;18,71;19,68;23,12;170,84;201,5
275;19,48;434;62,52;1659,61;1659,61;14,15;14,4;23,15;25,73;27,02;271,99;309,33
275;19,48;434;77,17;1659,61;1659,61;14,87;15,21;25,65;29,58;30,15;338,25;384,68
275;19,48;435;38,67;1629,95;1629,95;12,86;13,06;18,76;20,38;21,83;159,55;188,47
275;19,48;435;48,62;1629,95;1629,95;13,98;14,23;20,94;22,92;25,94;220,17;255,19
275;19,48;435;62,52;1629,95;1602,78;15,23;15,49;23,19;25,58;30,21;298,12;339,02
275;19,48;435;77,17;1629,95;1602,78;15,87;16,2;26,42;29,52;33,04;376,58;428,25
276;16,63;436;38,21;1627,16;1600,04;12,33;12,41;17,66;18,1;19,35;130,98;156,26
276;16,63;436;48,16;1627,16;1600,04;13,26;13,38;21,63;22,84;22,49;200,57;230,37
276;16,63;436;62,06;1627,16;1600,04;14,37;14,55;23,7;25,98;26,61;268,91;305,81
276;16,63;436;77,86;1627,16;1600,04;15,34;15,57;25,31;29,05;30,46;331,42;376,89
277;12,69;437;24,87;1501,88;1501,88;7,79;7,83;9,82;11,06;7,23;26,26;33,07
277;12,69;437;38,01;1501,88;1501,88;11,61;11,66;15,39;16,78;16,05;94,47;114,97
277;12,69;437;47,96;1501,88;1501,88;12,97;13,06;17,94;20;20,11;140,85;167,43
277;12,69;437;61,86;1501,88;1501,88;14,34;14,5;24,36;25,7;24,81;253,45;288,22
277;12,69;437;76,51;1501,88;1501,88;15,25;15,47;26,46;29,02;28,24;317,19;360,71
277;12,69;438;38,01;1733,35;1733,35;10,44;10,54;14,4;16,42;15,13;86,07;104,9
277;12,69;438;47,96;1733,35;1733,35;11,55;11,67;17,46;20,02;18,54;131,22;155,34
277;12,69;438;61,86;1733,35;1733,35;12,82;12,96;21,33;23,63;22,88;206,38;234,7
277;12,69;438;76,51;1733,35;1733,35;13,63;13,82;23,64;26,87;25,99;261,9;297,84
278;25,69;439;23,23;1581,9;1502,81;7,8;7,85;9,91;10,8;7,28;26,86;33,78
278;25,69;439;36,37;1581,9;1529,17;10,48;10,63;13,76;14,48;13,57;72,78;89,62
278;25,69;439;46,32;1581,9;1529,17;11,68;11,84;17,13;17,78;16,84;114,4;136,32
278;25,69;439;60,22;1581,9;1502,81;13,27;13,4;21,22;22,2;21,19;188,57;214,44
278;25,69;439;74,87;1581,9;1502,81;14,36;14,54;24,24;25,8;24,95;255,32;290,35
278;25,69;440;36,37;1428,84;1452,66;10,17;10,21;13,31;14,52;11,89;61,11;75,61
278;25,69;440;46,32;1428,84;1452,66;11,46;11,51;15,76;16,7;15,11;91,2;110,44
278;25,69;440;60,22;1428,84;1452,66;12,88;12,95;20,63;21,35;19,12;164,44;187
278;25,69;440;74,87;1428,84;1452,66;13,88;13,97;23,45;24,5;22,26;218,45;248,42
279;22,21;441;27,79;1547,34;1547,34;9,15;9,18;11,36;11,72;10,24;41,91;52,3
279;22,21;441;38,76;1547,34;1547,34;11,78;11,83;15,68;16,44;17,02;101,31;123,15
279;22,21;441;52,66;1547,34;1547,34;13,44;13,54;20,22;21,2;22,27;188,6;214,48
279;22,21;441;67,31;1547,34;1547,34;14,57;14,71;23,97;25,36;26,29;265,28;301,68
279;22,21;442;38,76;1560;1580;12,81;13;18,44;19,6;20,99;148,58;176,42
279;22,21;442;52,66;1560;1580;14,57;14,89;22,32;24,58;27,49;265,52;301,95
279;22,21;442;67,31;1560;1580;15,74;16,14;26,13;29,02;32,32;368,47;419,02
280;18,23;443;27,86;1481,02;1458,92;8,1;8,25;11,43;11,28;7,79;32,68;40,62
280;18,23;443;38,83;1481,02;1436,81;10,67;10,82;14,97;16,58;13,21;77,8;94,44
280;18,23;443;52,73;1481,02;1436,81;12,36;12,55;19,29;20,44;17,76;144,63;164,47
280;18,23;443;68,53;1481,02;1436,81;13,29;13,51;22,07;23,82;20,61;193,17;219,68
280;18,23;444;38,83;1540;1500;10,92;11,11;16,25;18,62;14,55;95,1;113,65
280;18,23;444;52,73;1540;1480;13;13,22;20,92;23,18;20,3;181,43;206,33
280;18,23;444;68,53;1540;1480;14,13;14,42;24,62;27,4;24,16;255,27;290,3
281;23,87;445;27,43;1420;1380;8,48;8,51;10,6;11,22;7,85;30,29;37,97
281;23,87;445;38,67;1420;1380;10,94;10,99;16,13;17,3;13,1;82,68;99,23
281;23,87;445;52,69;1420;1380;13,29;13,38;20,35;22,12;19,41;149,01;174,41
281;23,87;445;63,96;1420;1380;14,18;14,3;23,42;25,38;22,16;205,2;235,77
281;23,87;446;38,67;1320;1340;11,98;12,03;16,99;17,64;15,24;99,41;119,13
281;23,87;446;52,69;1320;1340;13,72;13,79;22,09;22,36;20,02;164,69;192,77
281;23,87;446;63,96;1320;1340;14,61;14,7;24,83;25,24;22,75;219,82;252,57
282;36,96;447;20,5;1360;1360;7,97;8,04;10,52;11,4;6,91;27,32;34,15
282;36,96;447;31,73;1360;1360;11,48;11,61;16,44;16,72;14,4;92,23;110,74
282;36,96;447;45,76;1360;1360;14,14;14,36;21,36;22,86;22,04;180,13;210,84
282;36,96;447;57,03;1360;1360;15,13;15,4;23,37;25,54;25,33;238,17;273,66
282;36,96;448;20,5;1340;1320;8,57;8,61;10,49;11,42;7,69;29,34;36,83
282;36,96;448;45,76;1340;1320;14,46;14,56;21,58;22,72;21,98;178,35;208,76
282;36,96;448;57,03;1340;1320;15,58;15,71;25,99;27,8;25,58;262,81;301,97
283;16;449;23,49;1702,07;1702,07;7,24;7,35;8,16;9,14;7,22;21,27;27,31
283;16;449;34,69;1702,07;1702,07;10,29;10,48;13,55;14,72;14,67;77,88;96,05
283;16;449;47,86;1702,07;1702,07;12,29;12,6;19,14;21,46;21,22;168,39;196,58
283;16;449;60,68;1702,07;1702,07;13,38;13,8;21,03;24,32;25,44;222,14;255,24
283;16;449;72,83;1702,07;1702,07;14,23;14,77;24,03;28,4;29,16;295,59;336,42
283;16;450;34,69;1680;1640;11,84;12,08;15,02;17,32;18,79;110,37;134,68
284;24,48;451;23,52;1547,34;1525,23;7,47;7,53;9,86;10,46;6,79;25,24;31,7
284;24,48;451;34,72;1547,34;1525,23;10,63;10,7;15,05;16,04;13,73;80,91;98,11
284;24,48;451;47,9;1547,34;1525,23;12,86;12,98;20,31;21,88;20,18;167,8;194,56
284;24,48;451;60,71;1547,34;1525,23;14,03;14,19;23,03;24,92;24,12;220,68;253,56
284;24,48;451;72,86;1547,34;1525,23;14,79;14,99;26,19;28,62;26,92;282,53;321,55
284;24,48;452;23,52;1591,55;1569,44;7,98;8,03;9,88;10,46;7,96;28,83;36,34
284;24,48;452;34,72;1591,55;1569,44;10,49;10,56;14,28;16,3;13,74;76,63;93,69
284;24,48;452;47,9;1591,55;1569,44;12,41;12,51;19,61;21,46;19,3;154,04;179,48
284;24,48;452;60,71;1591,55;1569,44;13,56;13,71;22,54;24,32;23,17;206,7;237,51
284;24,48;452;72,86;1591,55;1569,44;14,53;14,75;25,03;28,2;26,82;269,79;307,05
284;24,48;453;34,72;1580;1560;11,53;11,62;16,38;17,26;16,53;105,08;126,26
284;24,48;453;47,9;1580;1560;13,2;13,34;22,49;23,18;21,79;204,08;232,73
284;24,48;453;60,71;1580;1560;14,22;14,41;23,24;24,98;25,44;234,67;269,64
284;24,48;453;72,86;1580;1560;15,01;15,26;26,47;29,28;28,54;304,28;346,32
285;34,9;454;28,32;1436,81;1458,92;10,13;10,2;13,4;14;11,91;61,58;76,12
285;34,9;454;53,42;1436,81;1458,92;14,79;14,98;21,87;23,44;25,71;224,56;259,56
285;34,9;454;65,64;1436,81;1458,92;15,61;15,84;23,34;26,28;28,74;269,22;306,41
285;34,9;454;77,56;1436,81;1458,92;16,3;16,59;27,37;30,1;31,53;351,28;394,75
285;34,9;455;28,32;1414,71;1326,29;11,5;11,52;14,26;15,12;13,82;74;91,4
285;34,9;455;53,42;1414,71;1326,29;16,31;16,38;22,52;24,84;27,95;244,67;282,88
285;34,9;455;65,64;1414,71;1326,29;17,42;17,54;24,71;27,58;32,03;311,99;355,08
285;34,9;455;77,56;1414,71;1326,29;18,19;18,35;28,52;30,92;35,06;399,61;449,06
285;34,9;456;53,42;1580;1500;14,64;14,82;22,36;24;25,87;230,64;266,22
285;34,9;456;65,64;1580;1500;15,44;15,66;23,18;26,5;28,88;268,61;305,72
285;34,9;456;77,56;1580;1500;16,09;16,35;27,67;29,84;31,5;350,5;393,86
285;34,9;457;53,42;1440;1420;14,98;15,16;22,15;24,12;25,65;226,42;261,55
285;34,9;457;65,64;1440;1420;15,86;16,11;23,44;26,94;28,94;272,82;310,5
285;34,9;457;77,56;1440;1420;16,47;16,78;26,25;30,12;31,4;340,18;382,27
286;17,33;458;25,3;1720;1680;10,93;10,97;13,47;15,14;15,87;78,84;96,13
286;17,33;458;37,48;1720;1680;13,36;13,45;20,2;21,42;23,86;176,37;210,06
286;17,33;459;37,48;1420;1420;11,85;11,93;18,08;19,22;15,88;105,55;125,71
287;14,78;460;25,39;1640;1660;10,18;10,33;12,15;13,36;13,9;63,85;77,86
287;14,78;460;37,58;1640;1640;12,96;13,24;18,59;21,52;22,59;160,97;191,71
288;15,63;461;26,51;1560;1540;9,24;9,38;11,13;13,88;10,64;44,92;54,78
288;15,63;461;38,7;1560;1540;12,16;12,38;17,9;20,8;18,53;125,12;149,02
288;15,63;462;38,7;1620;1580;13,57;13,86;21,09;22,36;23,83;185,56;221
289;18,29;463;26,68;1660;1660;9,62;9,67;12,61;14,54;12,19;56,82;69,29
289;18,29;463;38,86;1660;1660;12,27;12,34;18,83;20,52;19,84;136,58;162,67
290;31,91;464;25,3;1560;1580;10,08;10,16;11,89;13,12;12,8;56,29;68,64
290;31,91;464;37,48;1560;1580;12,5;12,73;18,06;21,48;20,11;137,73;164,04
290;31,91;465;37,48;1460;1460;11,59;11,75;16,98;18,08;15,84;99,14;118,08
291;23,93;466;22,4;1730,1;1730,1;7,74;7,78;11,19;11,9;8,21;35,46;43,93
291;23,93;466;36,17;1730,1;1730,1;11,44;11,5;17,78;19,06;17,98;125,52;148,49
291;23,93;466;45,14;1730,1;1730,1;12,78;12,85;23,44;23,26;22,43;221,96;250,77
291;23,93;466;58,51;1730,1;1730,1;14,45;14,57;23,79;25,27;28,83;280,49;319,05
291;23,93;466;70,43;1730,1;1730,1;15,28;15,43;25,92;28,2;32,36;332,24;378,14
291;23,93;466;77,86;1730,1;1730,1;15,77;15,94;26,73;29,47;34,54;371,46;417,43
291;23,93;467;22,4;1720,38;1777,73;6,06;6,13;8,16;9,4;5,25;16,74;21,27
291;23,93;467;36,17;1720,38;1777,73;9,67;9,77;14,98;17;13,33;80,45;96,82
291;23,93;467;45,14;1720,38;1777,73;11,1;11,24;17,26;19,32;17,63;123,61;146,41
291;23,93;467;58,51;1720,38;1777,73;12,33;12,53;20,65;23,17;21,93;188,42;214,32
291;23,93;467;70,43;1720,38;1777,73;13,13;13,39;23,09;25,67;25,02;232,71;264,86
291;23,93;467;77,86;1720,38;1777,73;13,47;13,76;24,07;26,93;26,42;260,41;292,63
291;23,93;468;36,17;1681,19;1681,19;9,09;9,16;13,72;14,96;11,09;61,17;74,49
291;23,93;468;45,14;1681,19;1681,19;10,4;10,49;17,06;18,36;14,52;101,32;119,88
291;23,93;468;58,51;1681,19;1681,19;11,86;11,99;19,53;21,13;18,98;152,33;173,27
291;23,93;468;70,43;1681,19;1681,19;12,65;12,79;21,6;23,65;21,61;185,31;210,91
291;23,93;468;77,86;1681,19;1681,19;12,91;13,08;23,02;24,95;22,59;208,74;234,57
292;5,19;469;24,05;1609,23;1636,05;8,77;8,83;12,14;13,6;10,03;46,46;57,27
292;5,19;469;37,81;1609,23;1636,05;10,83;10,96;15,87;17,2;15,43;96,26;115,8
292;5,19;469;46,78;1609,23;1636,05;11,59;11,76;17,69;19,22;17,76;126;149,19
292;5,19;469;60,15;1609,23;1636,05;13,12;13,39;20,61;22,95;23,05;198,14;225,38
292;5,19;469;72,08;1609,23;1636,05;13,93;14,26;22,64;25,65;26,12;239,75;272,87
292;5,19;469;79,5;1609,23;1636,05;14,08;14,44;23,05;25,75;26,78;254,16;285,6
293;8;470;24,05;1629,68;1656,84;8,65;8,71;11,66;12,3;9,88;43,04;53,36
293;8;470;37,81;1629,68;1656,84;10,18;10,25;14,7;15,56;13,68;79,39;96,32
293;8;470;46,78;1629,68;1656,84;10,8;10,88;15,23;16,42;15,41;91,76;111,2
293;8;470;60,15;1629,68;1656,84;12,44;12,56;19,11;20,8;20,54;162,15;184,44
293;8;470;72,08;1629,68;1656,84;13,37;13,54;21,76;23,77;23,85;206,44;234,96
293;8;470;79,5;1629,68;1656,84;13,6;13,78;22,84;25,02;24,72;227,41;255,54
294;22,56;471;25,76;1560;1540;8,22;8,37;9,43;10,56;8,46;30,2;36,82
294;22,56;471;40,01;1560;1540;11,34;11,55;16,73;17,68;16,14;99,78;118,83
294;22,56;472;40,01;1560;1600;12,27;12,49;18,42;20,16;19,61;134,88;160,65
295;28,02;473;24,84;1720;1720;8,8;8,9;11,49;12,52;10,7;45,34;55,29
295;28,02;473;39,09;1740;1740;11,99;12,18;18,61;20,04;20,27;140,43;167,25
295;28,02;474;39,09;1640;1620;12,95;13,12;20,33;21,52;21,9;163,87;195,17
296;21,84;475;27,76;1700;1700;11,08;11,29;14,74;15,9;17,01;94,08;114,72
296;21,84;475;42,02;1700;1700;13,15;13,44;18,89;20,68;24,11;171,25;203,96
297;17,17;476;27,83;1720;1640;7,39;7,5;10,74;11,7;7,24;29;35,36
297;17,17;476;42,08;1720;1640;10,36;10,52;16,79;18,38;14,27;88,75;105,7
297;17,17;477;42,08;1680;1640;11,5;12,03;17,95;20,24;18,65;130,92;155,93
298;9,53;478;27,89;1680;1680;10,17;10,38;13,57;15,22;14,22;73,78;89,97
298;9,53;478;42,15;1680;1680;12,6;12,93;19,98;21,44;22,04;164,35;195,74
299;14,99;479;23,46;1600;1580;8,47;8,56;10;11,56;9,09;33,12;41,76
299;14,99;479;35,45;1600;1580;11,95;12,17;15,06;17,04;18,39;107,44;131,29
299;14,99;479;48,65;1600;1580;13,58;13,92;18,15;20,66;24,03;172,03;201,36
299;14,99;479;60,71;1600;1560;14,64;15,07;20,73;23,88;27,82;239,95;275,71
299;14,99;480;35,45;1460;1440;12,42;12,69;16,4;18,1;18,2;116,42;140,45
299;14,99;480;48,65;1460;1440;14,05;14,39;18,96;21,32;23,43;175,44;205,36
299;14,99;480;60,71;1460;1440;15,1;15,55;23,12;25,44;27,35;255,39;293,44
300;4,02;481;23,59;1520;1520;8,88;8,99;11,05;12,16;9,65;38,96;48,68
300;4,02;481;35,58;1520;1520;12,16;12,37;16,9;18,3;18,26;119,21;143,15
300;4,02;481;48,78;1520;1520;14,05;14,38;21,53;23,94;24,68;205,65;240,71
300;4,02;481;60,84;1520;1520;14,96;15,38;24,97;27,52;28,26;284,75;327,18
301;11,37;482;23,62;1640;1620;8,95;9,04;11,2;12,98;10,41;43,05;53,67
301;11,37;482;35,61;1640;1620;11,7;11,87;16,91;18,1;17,93;117,99;141,23
